,ORDERDATE,YEAR,MONTH,QUARTER,QUANTITY_ORDERED,PRICE_EACH,MSRP,SALES,STATUS,PRODUCT_LINE,STATE,DEAL_SIZE
1224,2004-01-09,2004,1,1,20,100.0,105,2498.6,5,6,1,2
1225,2004-02-19,2004,2,1,45,85.75,105,3858.75,5,6,1,1
1226,2004-05-08,2004,5,2,46,100.0,105,5600.5,5,6,4,1
1227,2004-06-24,2004,6,2,34,100.0,105,4103.46,0,6,1,1
1228,2004-07-21,2004,7,3,50,85.75,105,4287.5,5,6,1,1
1229,2004-08-20,2004,8,3,46,100.0,105,5795.54,5,6,0,1
1230,2004-09-15,2004,9,3,22,84.7,105,1863.4,5,6,1,2
1231,2004-10-14,2004,10,4,48,86.81,105,4166.88,5,6,11,1
1232,2004-11-01,2004,11,4,47,86.81,105,4080.07,5,6,3,1
1233,2004-11-12,2004,11,4,34,100.0,105,3815.48,5,6,1,1
1234,2004-11-22,2004,11,4,45,100.0,105,5526.45,5,6,1,1
1235,2004-12-03,2004,12,4,20,100.0,105,3374.6,5,6,1,1
1236,2005-01-31,2005,1,1,50,60.49,105,3024.5,5,6,1,1
1237,2005-03-01,2005,3,1,22,57.55,105,1266.1,4,6,1,2
1238,2005-03-30,2005,3,1,45,100.0,105,4811.85,5,6,1,1
1239,2005-04-01,2005,4,2,58,100.0,105,7307.42,5,6,1,0
1240,2005-05-09,2005,5,2,51,100.0,105,6209.25,1,6,15,1
1241,2003-01-31,2003,1,1,38,100.0,143,5348.5,5,0,1,1
1242,2003-04-16,2003,4,2,22,100.0,143,2780.58,5,0,1,2
1243,2003-06-03,2003,6,2,25,100.0,143,3447.0,5,0,9,1
1244,2003-08-08,2003,8,3,24,100.0,143,3791.52,5,0,1,1
1245,2003-09-25,2003,9,3,35,100.0,143,4524.1,5,0,13,1
1246,2003-10-22,2003,10,4,28,100.0,143,3337.6,5,0,1,1
1247,2003-11-06,2003,11,4,36,100.0,143,5532.12,5,0,1,1
1248,2003-11-14,2003,11,4,39,100.0,143,5096.91,5,0,4,1
1249,2003-11-26,2003,11,4,27,100.0,143,4537.08,5,0,2,1
1250,2003-12-09,2003,12,4,40,100.0,143,6146.8,5,0,4,1
1252,2004-03-15,2004,3,1,42,100.0,143,7238.28,5,0,1,0
1253,2004-05-05,2004,5,2,48,100.0,143,6756.0,5,0,1,1
1254,2004-07-20,2004,7,3,25,100.0,143,3734.0,5,0,11,1
1255,2004-08-20,2004,8,3,31,100.0,143,4674.8,5,0,1,1
1256,2004-09-08,2004,9,3,44,100.0,143,7140.76,5,0,9,0
1257,2004-10-14,2004,10,4,23,100.0,143,3600.65,5,0,1,1
1258,2004-10-22,2004,10,4,29,100.0,143,4206.74,5,0,1,1
1259,2004-11-05,2004,11,4,49,100.0,143,5379.71,5,0,9,1
1260,2004-11-21,2004,11,4,36,100.0,143,5679.36,5,0,9,1
1261,2004-12-01,2004,12,4,34,100.0,143,4394.84,5,0,9,1
1262,2004-12-10,2004,12,4,25,100.0,143,2528.25,5,0,1,2
1263,2005-01-26,2005,1,1,48,100.0,143,7031.52,5,0,14,0
1264,2005-02-22,2005,2,1,38,100.0,143,5340.9,5,0,1,1
1265,2005-03-15,2005,3,1,37,100.0,143,6376.58,5,0,1,1
1266,2005-05-05,2005,5,2,49,100.0,143,6896.75,5,0,2,1
1267,2003-01-06,2003,1,1,22,86.51,92,1903.22,5,6,5,2
1268,2003-03-18,2003,3,1,28,89.27,92,2499.56,5,6,1,2
1269,2003-05-21,2003,5,2,36,85.59,92,3081.24,5,6,8,1
1270,2003-09-11,2003,9,3,34,100.0,92,3598.22,5,6,7,1
1271,2003-10-18,2003,10,4,39,100.0,92,3912.09,5,6,1,1
1272,2003-11-05,2003,11,4,21,75.46,92,1584.66,5,6,1,2
1273,2003-11-12,2003,11,4,36,100.0,92,3942.72,5,6,1,1
1274,2003-11-21,2003,11,4,24,97.55,92,2341.2,5,6,15,2
1275,2003-12-02,2003,12,4,29,85.59,92,2482.11,5,6,9,2
1276,2004-01-22,2004,1,1,38,94.79,92,3602.02,5,6,1,1
1277,2004-03-02,2004,3,1,34,100.0,92,3566.94,5,6,1,1
1278,2004-04-13,2004,4,2,42,90.19,92,3787.98,5,6,1,1
1279,2004-08-17,2004,8,3,35,100.0,92,3704.05,5,6,1,1
1280,2004-09-01,2004,9,3,35,80.99,92,2834.65,5,6,1,2
1281,2003-10-06,2003,10,4,38,89.27,92,3392.26,5,6,1,1
1282,2004-10-16,2004,10,4,41,81.91,92,3358.31,5,6,1,1
1283,2004-11-17,2004,11,4,50,100.0,92,7310.0,5,6,1,0
1284,2004-11-25,2004,11,4,21,100.0,92,2203.11,5,6,1,2
1285,2005-01-12,2005,1,1,43,62.72,92,2696.96,4,6,1,2
1286,2005-02-16,2005,2,1,32,100.0,92,3376.64,5,6,1,1
1287,2005-04-22,2005,4,2,6,90.19,92,541.14,3,6,1,2
1288,2005-05-29,2005,5,2,66,92.95,92,6134.7,2,6,7,1
1289,2003-02-11,2003,2,1,41,82.5,87,3382.5,5,6,1,1
1290,2003-04-16,2003,4,2,23,97.42,87,2240.66,5,6,1,2
1291,2003-06-06,2003,6,2,43,92.16,87,3962.88,5,6,1,1
1292,2003-08-08,2003,8,3,24,70.22,87,1685.28,5,6,1,2
1293,2003-09-28,2003,9,3,22,83.38,87,1834.36,5,6,1,2
1294,2003-10-21,2003,10,4,26,73.73,87,1916.98,5,6,4,2
1295,2003-11-07,2003,11,4,35,74.6,87,2611.0,5,6,1,2
1296,2003-11-14,2003,11,4,47,77.24,87,3630.28,5,6,4,1
1297,2003-11-26,2003,11,4,50,100.0,87,5090.5,5,6,1,1
1298,2004-01-02,2004,1,1,45,87.77,87,3949.65,5,6,1,1
1299,2004-02-18,2004,2,1,39,89.53,87,3491.67,5,6,1,1
1300,2004-03-20,2004,3,1,23,89.53,87,2059.19,5,6,3,2
1301,2004-05-07,2004,5,2,42,75.48,87,3170.16,0,6,9,1
1302,2004-06-17,2004,6,2,20,89.53,87,1790.6,5,6,12,2
1303,2004-07-21,2004,7,3,33,71.09,87,2345.97,5,6,1,2
1304,2004-08-20,2004,8,3,34,100.0,87,3580.88,5,6,0,1
1305,2004-09-09,2004,9,3,49,100.0,87,4946.06,5,6,1,1
1306,2004-10-14,2004,10,4,39,90.4,87,3525.6,5,6,1,1
1307,2004-10-29,2004,10,4,36,100.0,87,3602.16,5,6,1,1
1308,2004-11-09,2004,11,4,50,86.01,87,4300.5,5,6,1,1
1309,2004-11-21,2004,11,4,29,100.0,87,4498.19,5,6,9,1
1310,2004-12-02,2004,12,4,30,100.0,87,3023.1,5,6,1,1
1311,2005-01-26,2005,1,1,41,86.89,87,3562.49,5,6,14,1
1312,2005-02-22,2005,2,1,28,58.58,87,1640.24,5,6,1,2
1313,2005-03-23,2005,3,1,45,100.0,87,4739.4,5,6,1,1
1314,2005-05-06,2005,5,2,16,75.48,87,1207.68,3,6,4,2
1315,2003-01-29,2003,1,1,36,100.0,121,4228.2,5,5,1,1
1316,2003-04-01,2003,4,2,41,100.0,121,4815.45,5,5,1,1
1317,2003-05-28,2003,5,2,50,100.0,121,7083.0,5,5,1,0
1318,2003-07-24,2003,7,3,40,100.0,121,4601.2,5,5,1,1
1319,2003-09-19,2003,9,3,49,100.0,121,6467.02,5,5,1,1
1320,2003-10-21,2003,10,4,45,100.0,121,5012.55,4,5,1,1
1321,2003-11-06,2003,11,4,47,100.0,121,5121.59,5,5,1,1
1322,2003-11-13,2003,11,4,21,100.0,121,2441.04,5,5,11,2
1323,2003-11-25,2003,11,4,32,100.0,121,4262.08,5,5,1,1
1324,2003-12-09,2003,12,4,47,100.0,121,6658.02,5,5,4,1
1325,2004-02-04,2004,2,1,38,100.0,121,4509.08,5,5,1,1
1326,2004-03-11,2004,3,1,41,100.0,121,4716.23,5,5,1,1
1327,2004-05-04,2004,5,2,21,100.0,121,2390.22,5,5,2,2
1328,2004-06-15,2004,6,2,41,100.0,121,4666.62,5,5,1,1
1329,2004-07-19,2004,7,3,38,100.0,121,5383.08,5,5,7,1
1330,2004-08-19,2004,8,3,25,99.29,121,2482.25,5,5,11,2
1331,2004-09-08,2004,9,3,48,100.0,121,5288.64,5,5,1,1
1332,2004-10-13,2004,10,4,22,99.29,121,2184.38,5,5,4,2
1333,2004-10-22,2004,10,4,28,100.0,121,2881.76,5,5,0,2
1334,2004-11-05,2004,11,4,47,100.0,121,6203.06,5,5,1,1
1335,2004-11-19,2004,11,4,49,100.0,121,6763.47,3,5,1,1
1336,2004-11-29,2004,11,4,45,100.0,121,5884.65,5,5,15,1
1337,2004-12-10,2004,12,4,28,100.0,121,3559.64,5,5,1,1
1338,2005-01-20,2005,1,1,29,57.53,121,1668.37,5,5,7,2
1339,2005-02-17,2005,2,1,39,100.0,121,4890.6,5,5,1,1
1340,2005-05-01,2005,5,2,46,100.0,121,5235.72,5,5,12,1
1341,2005-05-31,2005,5,2,38,100.0,121,4325.16,2,5,1,1
1342,2003-01-29,2003,1,1,41,47.29,50,1938.89,5,6,1,2
1343,2003-03-26,2003,3,1,50,49.81,50,2490.5,5,6,1,2
1344,2003-05-28,2003,5,2,43,53.83,50,2314.69,5,6,1,2
1345,2003-07-24,2003,7,3,29,43.27,50,1254.83,5,6,1,2
1346,2003-09-19,2003,9,3,30,42.76,50,1282.8,5,6,1,2
1347,2003-10-21,2003,10,4,25,53.83,50,1345.75,4,6,1,2
1348,2003-11-06,2003,11,4,49,44.78,50,2194.22,5,6,13,2
1349,2003-11-13,2003,11,4,40,49.3,50,1972.0,5,6,11,2
1350,2003-11-25,2003,11,4,41,44.78,50,1835.98,5,6,1,2
1351,2003-12-05,2003,12,4,21,53.33,50,1119.93,5,6,0,2
1352,2004-01-29,2004,1,1,46,45.28,50,2082.88,5,6,1,2
1353,2004-03-11,2004,3,1,39,40.25,50,1569.75,5,6,1,2
1354,2004-05-04,2004,5,2,45,59.87,50,2694.15,5,6,2,2
1355,2004-06-15,2004,6,2,21,59.87,50,1257.27,5,6,14,2
1356,2004-07-19,2004,7,3,44,58.36,50,2567.84,5,6,7,2
1357,2004-08-19,2004,8,3,44,59.87,50,2634.28,5,6,11,2
1358,2004-09-08,2004,9,3,29,51.82,50,1502.78,5,6,1,2
1359,2004-10-11,2004,10,4,34,49.3,50,1676.2,5,6,1,2
1360,2004-10-21,2004,10,4,39,56.85,50,2217.15,5,6,1,2
1361,2004-11-05,2004,11,4,38,100.0,50,6832.02,5,6,9,1
1362,2004-11-18,2004,11,4,24,79.86,50,1916.64,5,6,1,2
1363,2004-11-01,2004,11,4,29,100.0,50,7110.8,5,6,1,0
1364,2004-12-10,2004,12,4,30,100.0,50,5302.8,5,6,1,1
1365,2005-01-20,2005,1,1,20,100.0,50,2730.0,5,6,7,2
1366,2005-02-17,2005,2,1,39,100.0,50,7827.3,5,6,1,0
1367,2005-05-01,2005,5,2,35,59.87,50,2095.45,5,6,12,2
1368,2005-05-31,2005,5,2,26,59.87,50,1556.62,2,6,1,2
1369,2003-03-03,2003,3,1,44,100.0,148,5565.12,5,0,1,1
1370,2003-05-08,2003,5,2,28,100.0,148,3583.16,5,0,1,1
1371,2003-07-02,2003,7,3,31,100.0,148,4705.18,5,0,1,1
1372,2003-09-03,2003,9,3,29,100.0,148,4444.54,5,0,2,1
1373,2003-10-10,2003,10,4,32,100.0,148,4618.88,5,0,1,1
1374,2003-11-04,2003,11,4,33,100.0,148,4910.4,5,0,7,1
1375,2003-11-11,2003,11,4,44,100.0,148,5565.12,5,0,1,1
1376,2003-11-20,2003,11,4,32,100.0,148,4237.76,5,0,1,1
1377,2004-01-15,2004,1,1,41,100.0,148,5673.58,5,0,1,1
1378,2004-02-22,2004,2,1,35,100.0,148,5260.15,5,0,1,1
1379,2004-04-09,2004,4,2,44,100.0,148,6350.96,5,0,1,1
1380,2004-05-26,2004,5,2,26,100.0,148,3559.4,5,0,1,1
1381,2004-06-30,2004,6,2,20,100.0,148,2410.6,5,0,4,2
1382,2004-08-02,2004,8,3,48,100.0,148,5713.92,5,0,4,1
1383,2004-08-30,2004,8,3,34,100.0,148,4300.32,5,0,1,1
1385,2004-10-16,2004,10,4,40,100.0,148,5356.8,5,0,1,1
1386,2004-11-03,2004,11,4,45,100.0,148,7901.1,5,0,9,0
1387,2004-11-16,2004,11,4,50,100.0,148,6101.0,5,0,1,1
1388,2004-11-24,2004,11,4,38,100.0,148,6276.46,5,0,15,1
1389,2004-12-07,2004,12,4,25,100.0,148,4203.5,5,0,1,1
1390,2005-01-06,2005,1,1,28,58.18,148,1629.04,5,0,1,2
1391,2005-02-10,2005,2,1,49,67.14,148,3289.86,5,0,1,1
1392,2005-03-04,2005,3,1,49,100.0,148,6862.94,5,0,1,1
1393,2003-03-18,2003,3,1,42,61.29,71,2574.18,5,0,1,2
1394,2003-05-21,2003,5,2,23,57.73,71,1327.79,5,0,8,2
1395,2003-09-11,2003,9,3,29,81.25,71,2356.25,5,0,7,2
1396,2003-10-17,2003,10,4,25,80.54,71,2013.5,5,0,1,2
1397,2003-11-05,2003,11,4,39,71.98,71,2807.22,5,0,1,2
1398,2003-11-12,2003,11,4,44,69.84,71,3072.96,5,0,1,1
1399,2003-11-21,2003,11,4,25,76.26,71,1906.5,5,0,15,2
1400,2003-12-02,2003,12,4,45,76.26,71,3431.7,5,0,9,1
1401,2004-01-22,2004,1,1,25,83.39,71,2084.75,5,0,1,2
1402,2004-03-02,2004,3,1,37,57.73,71,2136.01,5,0,1,2
1403,2004-04-13,2004,4,2,30,66.99,71,2009.7,5,0,1,2
1404,2004-07-07,2004,7,3,36,75.55,71,2719.8,5,0,9,2
1405,2004-08-09,2004,8,3,26,60.58,71,1575.08,5,0,1,2
1406,2004-09-01,2004,9,3,23,73.41,71,1688.43,5,0,1,2
1407,2003-10-06,2003,10,4,23,72.7,71,1672.1,5,0,1,2
1408,2004-10-16,2004,10,4,25,66.99,71,1674.75,5,0,1,2
1409,2004-11-17,2004,11,4,21,100.0,71,3472.98,5,0,1,1
1410,2004-11-25,2004,11,4,26,63.43,71,1649.18,5,0,1,2
1411,2005-01-12,2005,1,1,44,85.25,71,3751.0,4,0,1,1
1412,2005-02-16,2005,2,1,24,100.0,71,4536.0,5,0,1,1
1413,2005-04-22,2005,4,2,66,66.99,71,4421.34,3,0,1,1
1414,2005-05-29,2005,5,2,36,57.73,71,2078.28,2,0,7,2
1415,2003-03-18,2003,3,1,36,85.25,73,3069.0,5,0,1,1
1416,2003-05-21,2003,5,2,22,77.9,73,1713.8,5,0,8,2
1417,2003-09-11,2003,9,3,25,60.26,73,1506.5,5,0,7,2
1418,2003-10-17,2003,10,4,37,72.76,73,2692.12,5,0,1,2
1419,2003-11-05,2003,11,4,32,75.69,73,2422.08,5,0,2,2
1420,2003-11-12,2003,11,4,47,74.22,73,3488.34,5,0,1,1
1421,2003-11-20,2003,11,4,37,69.82,73,2583.34,5,0,5,2
1422,2003-12-02,2003,12,4,20,62.47,73,1249.4,5,0,9,2
1423,2004-01-16,2004,1,1,41,82.31,73,3374.71,5,0,1,1
1424,2004-02-26,2004,2,1,21,60.26,73,1265.46,5,0,1,2
1425,2004-04-13,2004,4,2,22,76.43,73,1681.46,5,0,1,2
1426,2004-07-07,2004,7,3,40,80.1,73,3204.0,5,0,9,1
1427,2004-08-09,2004,8,3,32,74.96,73,2398.72,5,0,1,2
1428,2004-09-01,2004,9,3,36,66.14,73,2381.04,5,0,1,2
1429,2003-10-05,2003,10,4,27,72.02,73,1944.54,5,0,1,2
1430,2004-10-16,2004,10,4,26,87.45,73,2273.7,5,0,1,2
1431,2004-11-04,2004,11,4,30,70.55,73,2116.5,5,0,4,2
1432,2004-11-17,2004,11,4,23,56.84,73,1307.32,5,0,1,2
1433,2004-11-25,2004,11,4,29,59.53,73,1726.37,5,0,1,2
1434,2005-01-12,2005,1,1,21,60.37,73,1267.77,4,0,1,2
1435,2005-02-16,2005,2,1,34,100.0,73,3441.82,5,0,1,1
1436,2005-04-22,2005,4,2,26,76.43,73,1987.18,3,0,1,2
1437,2005-05-29,2005,5,2,60,64.67,73,3880.2,2,0,7,1
1438,2003-01-31,2003,1,1,35,55.49,57,1942.15,5,0,1,2
1439,2003-04-04,2003,4,2,47,69.36,57,3259.92,5,0,9,1
1440,2003-06-03,2003,6,2,20,60.69,57,1213.8,5,0,9,2
1441,2003-08-01,2003,8,3,20,54.33,57,1086.6,5,0,1,2
1442,2003-09-25,2003,9,3,25,65.31,57,1632.75,5,0,13,2
1443,2003-10-22,2003,10,4,25,69.36,57,1734.0,5,0,1,2
1444,2003-11-06,2003,11,4,27,68.78,57,1857.06,5,0,1,2
1445,2003-11-14,2003,11,4,31,60.11,57,1863.41,5,0,1,2
1446,2003-11-25,2003,11,4,44,66.47,57,2924.68,5,0,9,2
1447,2003-12-09,2003,12,4,49,46.82,57,2294.18,5,0,4,2
1448,2004-02-12,2004,2,1,26,56.07,57,1457.82,5,0,1,2
1449,2004-03-15,2004,3,1,36,54.33,57,1955.88,5,0,1,2
1450,2004-05-05,2004,5,2,44,52.6,57,2314.4,5,0,1,2
1451,2004-06-15,2004,6,2,28,46.82,57,1310.96,5,0,1,2
1452,2004-07-20,2004,7,3,45,64.74,57,2913.3,5,0,1,2
1453,2004-08-20,2004,8,3,29,46.82,57,1357.78,5,0,1,2
1454,2004-09-08,2004,9,3,40,53.75,57,2150.0,5,0,9,2
1455,2004-10-13,2004,10,4,45,61.85,57,2783.25,5,0,4,2
1456,2004-10-22,2004,10,4,44,53.18,57,2339.92,5,0,1,2
1457,2004-11-05,2004,11,4,25,69.16,57,1729.0,5,0,9,2
1458,2004-11-20,2004,11,4,45,100.0,57,5972.4,5,0,1,1
1459,2004-12-01,2004,12,4,48,47.4,57,2275.2,5,0,9,2
1460,2004-12-10,2004,12,4,44,60.76,57,2673.44,5,0,1,2
1461,2005-01-23,2005,1,1,25,97.27,57,2431.75,5,0,1,2
1462,2005-02-22,2005,2,1,22,91.76,57,2018.72,5,0,1,2
1463,2005-03-15,2005,3,1,31,50.29,57,1558.99,5,0,1,2
1464,2005-05-03,2005,5,2,21,52.6,57,1104.6,5,0,1,2
1465,2005-05-31,2005,5,2,55,46.82,57,2575.1,2,0,1,2
1466,2003-02-24,2003,2,1,25,100.0,112,2845.75,5,1,9,2
1467,2003-04-29,2003,4,2,35,98.05,112,3431.75,5,1,15,1
1468,2003-07-01,2003,7,3,35,93.54,112,3273.9,5,1,1,1
1469,2003-08-25,2003,8,3,43,95.8,112,4119.4,5,1,1,1
1470,2003-10-10,2003,10,4,44,100.0,112,5355.68,5,1,1,1
1471,2003-10-28,2003,10,4,50,100.0,112,5747.5,5,1,1,1
1472,2003-11-11,2003,11,4,48,100.0,112,5355.36,5,1,1,1
1473,2003-11-18,2003,11,4,25,100.0,112,2535.75,5,1,1,2
1474,2003-12-01,2003,12,4,39,100.0,112,4351.23,5,1,1,1
1475,2004-01-15,2004,1,1,25,90.16,112,2254.0,5,1,1,2
1476,2004-02-20,2004,2,1,32,91.29,112,2921.28,5,1,15,2
1477,2004-04-05,2004,4,2,20,100.0,112,2299.0,5,1,9,2
1478,2004-05-18,2004,5,2,26,100.0,112,2637.18,5,1,6,2
1479,2004-06-28,2004,6,2,42,100.0,112,4307.52,5,1,2,1
1480,2004-07-23,2004,7,3,21,100.0,112,2153.76,5,1,1,2
1481,2004-08-27,2004,8,3,34,100.0,112,3716.88,5,1,4,1
1482,2004-09-30,2004,9,3,47,100.0,112,5455.76,5,1,1,1
1483,2004-10-15,2004,10,4,21,100.0,112,2650.62,5,1,1,2
1484,2004-11-02,2004,11,4,48,100.0,112,6437.28,5,1,11,1
1485,2004-11-15,2004,11,4,30,87.78,112,2633.4,5,1,9,2
1486,2004-11-23,2004,11,4,27,84.39,112,2278.53,5,1,14,2
1487,2005-01-05,2005,1,1,50,96.92,112,4846.0,5,1,1,1
1488,2005-02-02,2005,2,1,38,100.0,112,4197.1,5,1,13,1
1489,2005-03-03,2005,3,1,45,100.0,112,4597.65,5,1,1,1
1490,2005-04-08,2005,4,2,46,100.0,112,5287.7,5,1,1,1
1491,2005-05-13,2005,5,2,35,100.0,112,3550.05,1,1,1,1
1492,2003-03-18,2003,3,1,29,59.37,50,1721.73,5,0,1,2
1493,2003-05-20,2003,5,2,50,59.87,50,2993.5,5,0,1,2
1494,2003-07-10,2003,7,3,26,49.81,50,1295.06,5,0,1,2
1495,2003-09-11,2003,9,3,47,56.85,50,2671.95,5,0,7,2
1496,2003-10-17,2003,10,4,23,53.33,50,1226.59,5,0,1,2
1497,2003-11-05,2003,11,4,34,42.76,50,1453.84,5,0,2,2
1498,2003-11-12,2003,11,4,34,53.83,50,1830.22,5,0,1,2
1499,2003-11-20,2003,11,4,47,53.83,50,2530.01,5,0,5,2
1500,2003-12-02,2003,12,4,45,49.81,50,2241.45,5,0,9,2
1501,2004-01-16,2004,1,1,45,53.33,50,2399.85,5,0,1,2
1502,2004-02-26,2004,2,1,36,43.27,50,1557.72,5,0,1,2
1503,2004-04-13,2004,4,2,21,40.25,50,845.25,5,0,1,2
1504,2004-07-06,2004,7,3,28,48.3,50,1352.4,5,0,1,2
1505,2004-08-06,2004,8,3,35,45.28,50,1584.8,5,0,8,2
1506,2004-09-01,2004,9,3,50,52.32,50,2616.0,5,0,1,2
1507,2003-10-05,2003,10,4,22,51.32,50,1129.04,5,0,1,2
1508,2004-10-16,2004,10,4,45,49.3,50,2218.5,5,0,1,2
1509,2004-11-04,2004,11,4,48,42.26,50,2028.48,5,0,4,2
1510,2004-11-17,2004,11,4,20,87.96,50,1759.2,5,0,1,2
1511,2004-11-24,2004,11,4,27,36.21,50,977.67,5,0,1,2
1512,2005-01-12,2005,1,1,38,38.5,50,1463.0,4,0,1,2
1513,2005-02-10,2005,2,1,32,100.0,50,3970.56,5,0,1,1
1514,2005-04-22,2005,4,2,64,40.25,50,2576.0,3,0,1,2
1515,2005-05-29,2005,5,2,37,60.37,50,2233.69,2,0,7,2
1516,2003-02-17,2003,2,1,28,88.63,109,2481.64,5,2,1,2
1517,2003-04-29,2003,4,2,39,100.0,109,4651.53,5,2,15,1
1518,2003-06-27,2003,6,2,41,94.1,109,3858.1,5,2,1,1
1519,2003-08-25,2003,8,3,40,87.54,109,3501.6,5,2,1,1
1520,2003-10-28,2003,10,4,49,100.0,109,6433.7,5,2,1,1
1521,2004-01-12,2004,1,1,27,98.48,109,2658.96,5,2,10,2
1522,2004-02-20,2004,2,1,34,100.0,109,3608.76,5,2,15,1
1523,2004-04-02,2004,4,2,23,96.29,109,2214.67,5,2,0,2
1524,2004-05-11,2004,5,2,31,88.63,109,2747.53,5,2,1,2
1525,2004-06-24,2004,6,2,34,97.38,109,3310.92,0,2,1,1
1526,2004-07-23,2004,7,3,25,95.2,109,2380.0,5,2,1,2
1527,2004-08-21,2004,8,3,22,100.0,109,2310.88,5,2,1,2
1528,2004-09-16,2004,9,3,32,100.0,109,4061.76,5,2,1,1
1529,2004-10-15,2004,10,4,31,100.0,109,3493.7,5,2,9,1
1530,2004-11-01,2004,11,4,25,100.0,109,2872.25,5,2,3,2
1531,2004-11-12,2004,11,4,47,87.54,109,4114.38,5,2,1,1
1532,2004-11-23,2004,11,4,21,50.65,109,1063.65,5,2,14,2
1533,2004-12-04,2004,12,4,28,71.73,109,2008.44,5,2,2,2
1534,2005-02-02,2005,2,1,46,94.1,109,4328.6,5,2,13,1
1535,2005-03-01,2005,3,1,33,41.71,109,1376.43,4,2,1,2
1536,2005-03-30,2005,3,1,43,100.0,109,5552.16,5,2,1,1
1537,2005-04-03,2005,4,2,38,96.29,109,3659.02,3,2,6,1
1538,2005-05-10,2005,5,2,47,88.63,109,4165.61,5,2,1,1
1539,2003-01-09,2003,1,1,45,31.2,33,1404.0,5,6,1,2
1540,2003-03-18,2003,3,1,20,35.51,33,710.2,5,6,1,2
1541,2003-05-21,2003,5,2,45,37.84,33,1702.8,5,6,8,2
1542,2003-09-12,2003,9,3,36,33.19,33,1194.84,5,6,1,2
1543,2003-10-18,2003,10,4,37,27.22,33,1007.14,5,6,1,2
1544,2003-11-05,2003,11,4,31,31.53,33,977.43,5,6,1,2
1545,2003-11-12,2003,11,4,39,36.84,33,1436.76,5,6,1,2
1546,2003-11-21,2003,11,4,26,29.21,33,759.46,5,6,15,2
1547,2003-12-03,2003,12,4,32,37.17,33,1189.44,5,6,1,2
1548,2004-01-26,2004,1,1,20,34.19,33,683.8,5,6,1,2
1549,2004-03-02,2004,3,1,42,29.21,33,1226.82,5,6,1,2
1550,2004-04-26,2004,4,2,33,29.54,33,974.82,5,6,4,2
1551,2004-08-17,2004,8,3,20,28.88,33,577.6,5,6,1,2
1552,2004-09-01,2004,9,3,29,38.17,33,1106.93,5,6,1,2
1553,2004-10-11,2004,10,4,23,30.2,33,694.6,5,6,1,2
1554,2004-10-21,2004,10,4,39,29.54,33,1152.06,5,6,1,2
1555,2004-11-04,2004,11,4,20,100.0,33,2624.0,5,6,5,2
1556,2004-11-17,2004,11,4,45,81.91,33,3685.95,5,6,1,1
1557,2004-11-25,2004,11,4,20,35.18,33,703.6,5,6,1,2
1559,2005-01-12,2005,1,1,23,36.29,33,834.67,4,6,1,2
1560,2005-02-16,2005,2,1,32,70.56,33,2257.92,5,6,1,2
1562,2005-04-23,2005,4,2,61,29.54,33,1801.94,5,6,1,2
1563,2005-05-29,2005,5,2,45,26.88,33,1209.6,2,6,7,2
1564,2003-02-24,2003,2,1,38,83.03,76,3155.14,5,1,9,1
1565,2003-04-29,2003,4,2,34,83.79,76,2848.86,5,1,15,2
1566,2003-07-01,2003,7,3,43,83.03,76,3570.29,5,1,1,1
1567,2003-08-25,2003,8,3,47,83.03,76,3902.41,5,1,1,1
1568,2003-10-10,2003,10,4,22,67.03,76,1474.66,5,1,1,2
1569,2003-10-28,2003,10,4,29,75.41,76,2186.89,5,1,1,2
1570,2003-11-11,2003,11,4,28,68.55,76,1919.4,5,1,1,2
1571,2003-11-18,2003,11,4,40,91.4,76,3656.0,5,1,1,1
1572,2003-12-01,2003,12,4,25,73.88,76,1847.0,5,1,1,2
1573,2004-01-12,2004,1,1,30,61.7,76,1851.0,5,1,10,2
1574,2004-02-20,2004,2,1,38,69.31,76,2633.78,5,1,15,2
1575,2004-04-03,2004,4,2,36,87.6,76,3153.6,5,1,11,1
1576,2004-05-11,2004,5,2,32,87.6,76,2803.2,5,1,1,2
1577,2004-06-28,2004,6,2,37,62.46,76,2311.02,5,1,2,2
1578,2004-07-23,2004,7,3,30,79.98,76,2399.4,5,1,1,2
1579,2004-08-27,2004,8,3,39,70.08,76,2733.12,5,1,4,2
1580,2004-09-16,2004,9,3,32,65.51,76,2096.32,5,1,1,2
1581,2004-10-15,2004,10,4,47,63.22,76,2971.34,5,1,9,2
1582,2004-11-02,2004,11,4,26,86.83,76,2257.58,5,1,11,2
1583,2004-11-15,2004,11,4,37,94.43,76,3493.91,5,1,9,1
1584,2004-11-24,2004,11,4,55,79.98,76,4398.9,5,1,1,1
1585,2005-01-06,2005,1,1,21,100.0,76,3595.62,5,1,1,1
1586,2005-02-03,2005,2,1,23,100.0,76,2443.29,5,1,1,2
1587,2005-03-03,2005,3,1,49,81.4,76,3988.6,5,1,1,1
1588,2005-04-07,2005,4,2,59,87.6,76,5168.4,5,1,1,1
1589,2005-05-10,2005,5,2,32,87.6,76,2803.2,5,1,1,2
1590,2003-02-11,2003,2,1,43,100.0,122,6341.21,5,3,1,1
1591,2003-04-16,2003,4,2,41,100.0,122,5189.78,5,3,1,1
1592,2003-06-12,2003,6,2,45,100.0,122,6027.75,5,3,1,1
1593,2003-08-08,2003,8,3,33,100.0,122,3366.0,5,3,1,1
