ORDER_DATE,QUARTER,MONTH,YEAR,REGION,STATE,SHIPPING_TYPE,CUSTOMER_TYPE,QUANTITY_ORDERED,DEAL_SIZE,PRICE_EACH,MSRP,PRODUCT_TYPE,PRODUCT_LINE,SALES
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,Existing,27,Small,43.45,40,Skincare,Essence,1173.15
2020-05-05,2,5,2020,East,Sarawak,Free,Existing,31,Small,44.66,40,Makeup,Foundation,1384.46
2020-07-07,3,7,2020,Peninsular,Selangor,Free,New,33,Small,40.23,40,Makeup,Lipstick,1327.59
2021-08-08,3,8,2021,Peninsular,Selangor,Free,Existing,31,Small,35.8,40,Makeup,Blush,1109.8
2020-10-10,4,10,2020,Peninsular,Selangor,Free,New,35,Small,35.4,40,Makeup,Concealer,1239.0
2020-11-11,4,11,2020,Peninsular,Melaka,Free,New,26,Small,39.83,40,Skincare,Essence,1035.58
2021-11-11,4,11,2021,Peninsular,Johor,Free,Existing,34,Small,45.46,40,Skincare,Eye cream,1545.64
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,46,Small,32.99,40,Skincare,Sunscreen,1517.54
2020-01-01,1,1,2020,Peninsular,Johor,Free,New,41,Small,42.24,40,Makeup,Foundation,1731.84
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,Existing,43,Small,39.43,40,Skincare,Face mask,1695.49
2021-04-04,2,4,2021,Peninsular,KL,Free,Existing,26,Small,40.23,40,Skincare,Serum,1045.98
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,New,36,Small,48.28,40,Makeup,Liquid Lip,1738.08
2020-06-06,2,6,2020,East,Sabah,Free,Existing,20,Small,32.59,40,Makeup,Eyebrow,651.8
2020-08-08,3,8,2020,East,Sabah,Free,Existing,27,Small,36.61,40,Skincare,Essence,988.47
2021-08-08,3,8,2021,East,Sabah,Free,Existing,37,Small,41.03,40,Skincare,Sunscreen,1518.11
2021-09-09,3,9,2021,Peninsular,Negeri Sembilan,Free,Existing,24,Small,42.24,40,Skincare,Moisturizer,1013.76
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,36,Small,43.05,40,Makeup,Eyeshadow,1549.8
2021-11-11,4,11,2021,Peninsular,KL,Free,New,29,Small,38.22,40,Skincare,Toner,1108.38
2020-11-11,4,11,2020,East,Sarawak,Free,New,28,Medium,100.0,40,Makeup,Eyeshadow,4102.56
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,29,Medium,100.0,40,Skincare,Toner,3713.16
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,New,38,Small,39.83,40,Makeup,Liquid Lip,1513.54
2020-01-01,1,1,2020,Peninsular,Kedah,Free,New,48,Small,48.28,40,Skincare,Makeup remover,2317.44
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,Existing,40,Medium,82.46,40,Skincare,Face mask,3298.4
2021-03-03,1,3,2021,Peninsular,Selangor,Free,Existing,41,Small,44.56,40,Makeup,Blush,1826.96
2021-04-04,2,4,2021,Peninsular,Perak,Free,Existing,30,Small,40.23,40,Makeup,Liquid Lip,1206.9
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,Existing,35,Small,47.62,54,Skincare,Cleanser,1666.7
2021-04-04,2,4,2021,Peninsular,Kelantan,Free,Existing,28,Small,55.73,54,Makeup,Eyeliner,1560.44
2021-06-06,2,6,2021,Peninsular,KL,Free,New,45,Small,51.95,54,Skincare,Eye cream,2337.75
2021-08-08,3,8,2021,Peninsular,KL,Free,Existing,24,Small,45.99,54,Makeup,Eyeshadow,1103.76
2020-09-09,3,9,2020,Peninsular,KL,Free,New,41,Small,63.85,54,Makeup,Lipstick,2617.85
2020-10-10,4,10,2020,Peninsular,KL,Free,New,48,Small,45.99,54,Skincare,Makeup remover,2207.52
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,50,Medium,63.31,54,Skincare,Essence,3165.5
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,33,Small,62.77,54,Makeup,Eyebrow,2071.41
2020-11-11,4,11,2020,Peninsular,KL,Free,New,32,Small,43.29,54,Makeup,Eyeliner,1385.28
2021-12-12,4,12,2021,East,Sabah,Free,Existing,27,Small,60.06,54,Makeup,Eyeshadow,1621.62
2021-02-02,1,2,2021,Peninsular,Selangor,Free,New,35,Small,55.19,54,Skincare,Moisturizer,1931.65
2021-03-03,1,3,2021,Peninsular,Selangor,Free,Existing,23,Small,54.11,54,Makeup,Lipstick,1244.53
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,Existing,35,Small,48.7,54,Skincare,Makeup remover,1704.5
2021-06-06,2,6,2021,Peninsular,Pahang,Free,New,40,Small,43.83,54,Skincare,Face mask,1753.2
2021-07-07,3,7,2021,Peninsular,Selangor,Free,Existing,35,Small,47.62,54,Skincare,Toner,1666.7
2021-08-08,3,8,2021,East,Sarawak,Free,Existing,31,Small,55.19,54,Makeup,Lipstick,1710.89
2021-09-09,3,9,2021,Peninsular,KL,Free,New,50,Small,46.53,54,Skincare,Face mask,2326.5
2020-10-10,4,10,2020,East,Sabah,Free,New,40,Small,57.9,54,Skincare,Essence,2316.0
2020-10-10,4,10,2020,Peninsular,Negeri Sembilan,Free,New,38,Small,45.45,54,Skincare,Moisturizer,1727.1
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,38,Large,100.0,54,Skincare,Sunscreen,8844.12
2020-11-11,4,11,2020,Peninsular,Selangor,Free,New,40,Small,60.6,54,Skincare,Toner,2424.0
2021-12-12,4,12,2021,Peninsular,KL,Free,New,33,Small,46.53,54,Makeup,Liquid Lip,1535.49
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,36,Medium,100.0,54,Makeup,Lipstick,6358.68
2020-01-01,1,1,2020,Peninsular,Selangor,Free,New,20,Small,66.47,54,Makeup,Liquid Lip,1329.4
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,Existing,32,Small,53.18,54,Makeup,Foundation,1701.76
2021-03-03,1,3,2021,Peninsular,Johor,Free,New,36,Small,62.77,54,Skincare,Eye cream,2259.72
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,Existing,19,Small,48.7,54,Skincare,Eye cream,925.3
2021-05-05,2,5,2021,Peninsular,Terengganu,Customer paid,Existing,11,Small,43.83,54,Makeup,Lipstick,482.13
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,49,Medium,65.87,62,Makeup,Eyeliner,3227.63
2020-04-04,2,4,2020,Peninsular,Kelantan,Free,Existing,27,Small,63.38,62,Skincare,Toner,1711.26
2021-06-06,2,6,2021,Peninsular,KL,Free,Existing,29,Small,70.84,62,Makeup,Lipstick,2054.36
2020-08-08,3,8,2020,Peninsular,Selangor,Free,New,42,Medium,74.57,62,Makeup,Masscara,3131.94
2020-09-09,3,9,2020,Peninsular,Johor,Free,New,33,Small,50.95,62,Makeup,Foundation,1681.35
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,New,44,Small,53.44,62,Skincare,Toner,2351.36
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,22,Small,64.0,62,Skincare,Toner,1408.0
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,48,Small,50.95,62,Makeup,Eyebrow,2445.6
2021-11-11,4,11,2021,Peninsular,KL,Free,New,33,Small,54.68,62,Makeup,Blush,1804.44
2020-12-12,4,12,2020,East,Sabah,Free,Existing,45,Small,56.55,62,Skincare,Makeup remover,2544.75
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,New,20,Small,52.82,62,Skincare,Cleanser,1056.4
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,New,46,Small,60.9,62,Makeup,Blush,2801.4
2021-05-05,2,5,2021,Peninsular,Negeri Sembilan,Free,Existing,40,Small,49.71,62,Makeup,Lipstick,1988.4
2021-07-07,3,7,2021,East,Sarawak,Free,Existing,45,Small,64.63,62,Skincare,Face mask,2908.35
2021-08-08,3,8,2021,Peninsular,Selangor,Free,New,36,Small,59.65,62,Skincare,Cleanser,2147.4
2021-09-09,3,9,2021,Peninsular,KL,Free,Existing,31,Small,67.73,62,Makeup,Eyebrow,2099.63
2021-10-10,4,10,2021,East,Sarawak,Free,New,46,Small,50.33,62,Skincare,Makeup remover,2315.18
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,35,Small,66.49,62,Skincare,Toner,2327.15
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,28,Medium,100.0,62,Skincare,Toner,5377.4
2020-11-11,4,11,2020,East,Sarawak,Free,Existing,31,Small,84.71,62,Makeup,Concealer,2626.01
2021-12-12,4,12,2021,Peninsular,Kelantan,Free,Existing,27,Medium,100.0,62,Makeup,Blush,4406.4
2021-12-12,4,12,2021,Peninsular,Johor,Free,New,22,Medium,100.0,62,Makeup,Eyeshadow,4301.22
2021-01-01,1,1,2021,Peninsular,Selangor,Free,Existing,30,Small,99.55,62,Skincare,Makeup remover,2986.5
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,44,Small,36.07,62,Skincare,Sunscreen,1587.08
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,Existing,30,Small,60.28,62,Skincare,Essence,1808.4
2021-05-05,2,5,2021,Peninsular,Perak,Free,New,24,Small,49.71,62,Skincare,Eye cream,1193.04
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,Existing,45,Medium,75.63,64,Skincare,Serum,3403.35
2020-03-03,1,3,2020,Peninsular,Selangor,Free,Existing,23,Small,68.52,64,Skincare,Eye cream,1575.96
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,New,26,Small,62.7,64,Skincare,Serum,1630.2
2020-07-07,3,7,2020,Peninsular,Selangor,Free,New,28,Small,60.76,64,Skincare,Face mask,1701.28
2021-09-09,3,9,2021,Peninsular,Pahang,Free,Existing,49,Small,58.18,64,Skincare,Serum,2850.82
2020-10-10,4,10,2020,Peninsular,Kelantan,Customer paid,New,49,Small,54.94,64,Makeup,Concealer,2692.06
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,29,Small,74.98,64,Makeup,Blush,2174.42
2020-11-11,4,11,2020,East,Sarawak,Free,New,49,Medium,64.64,64,Skincare,Serum,3167.36
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,39,Small,54.94,64,Makeup,Liquid Lip,2142.66
2021-12-12,4,12,2021,Peninsular,Negeri Sembilan,Free,New,36,Small,58.82,64,Makeup,Blush,2117.52
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,Existing,39,Small,62.05,64,Skincare,Face mask,2419.95
2020-03-03,1,3,2020,Peninsular,Selangor,Free,New,30,Small,73.04,64,Skincare,Toner,2191.2
2021-05-05,2,5,2021,Peninsular,Perak,Free,New,44,Medium,69.16,64,Skincare,Moisturizer,3043.04
2021-06-06,2,6,2021,Peninsular,Johor,Free,Existing,20,Small,61.41,64,Skincare,Moisturizer,1228.2
2021-07-07,3,7,2021,Peninsular,Melaka,Free,New,21,Small,63.35,64,Makeup,Concealer,1330.35
2020-08-08,3,8,2020,East,Sarawak,Free,Existing,36,Small,77.57,64,Skincare,Makeup remover,2792.52
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,32,Small,71.75,64,Makeup,Concealer,2296.0
2021-10-10,4,10,2021,East,Sarawak,Free,New,36,Small,73.04,64,Makeup,Eyeshadow,2629.44
2021-10-10,4,10,2021,Peninsular,Negeri Sembilan,Free,Existing,34,Small,56.24,64,Skincare,Serum,1912.16
2021-11-11,4,11,2021,Peninsular,KL,Free,Existing,48,Large,100.0,64,Skincare,Moisturizer,8209.44
2020-11-11,4,11,2020,Peninsular,Selangor,Free,Existing,33,Small,73.69,64,Skincare,Sunscreen,2431.77
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,31,Medium,100.0,64,Makeup,Eyebrow,3139.99
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,36,Medium,100.0,64,Skincare,Essence,5669.64
2021-01-01,1,1,2021,Peninsular,Melaka,Free,New,25,Medium,100.0,64,Skincare,Makeup remover,3160.25
2021-02-02,1,2,2021,Peninsular,Selangor,Free,New,48,Medium,100.0,64,Makeup,Lipstick,6799.68
2021-05-05,2,5,2021,Peninsular,Pahang,Free,New,27,Small,69.16,64,Makeup,Concealer,1867.32
2021-05-05,2,5,2021,Peninsular,Kelantan,Customer paid,New,44,Small,61.41,64,Makeup,Eyebrow,2702.04
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,Existing,33,Small,72.92,68,Skincare,Serum,2406.36
2020-04-04,2,4,2020,Peninsular,Penang,Free,Existing,29,Small,72.23,68,Skincare,Serum,2094.67
2021-06-06,2,6,2021,Peninsular,Kelantan,Free,New,49,Small,57.1,68,Skincare,Essence,2797.9
2021-08-08,3,8,2021,Peninsular,Kelantan,Free,New,20,Small,81.86,68,Makeup,Eyeshadow,1637.2
2020-10-10,4,10,2020,Peninsular,Selangor,Free,Existing,31,Small,73.61,68,Makeup,Eyeliner,2281.91
2020-01-01,1,1,2020,Peninsular,Kedah,Free,Existing,39,Small,59.16,68,Skincare,Cleanser,2307.24
2020-02-02,1,2,2020,Peninsular,Penang,Free,New,20,Small,66.04,68,Makeup,Foundation,1320.8
2021-04-04,2,4,2021,Peninsular,Negeri Sembilan,Free,Existing,34,Small,77.73,68,Skincare,Makeup remover,2642.82
2021-05-05,2,5,2021,Peninsular,Selangor,Free,New,50,Medium,61.22,68,Makeup,Concealer,3061.0
2020-06-06,2,6,2020,Peninsular,Kelantan,Customer paid,Existing,40,Medium,79.11,68,Makeup,Eyebrow,3164.4
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,Existing,28,Small,63.97,68,Skincare,Makeup remover,1791.16
2020-08-08,3,8,2020,Peninsular,Putrajaya,Free,Existing,50,Medium,81.86,68,Makeup,Eyeliner,4093.0
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,New,28,Small,79.8,68,Makeup,Lipstick,2234.4
2021-10-10,4,10,2021,Peninsular,KL,Free,New,46,Medium,66.04,68,Makeup,Eyeshadow,3037.84
2021-11-11,4,11,2021,Peninsular,Terengganu,Free,Existing,24,Small,59.16,68,Makeup,Blush,1419.84
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,24,Small,81.17,68,Makeup,Eyeliner,1948.08
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,39,Small,59.16,68,Makeup,Eyebrow,2307.24
2021-12-12,4,12,2021,Peninsular,Perak,Free,New,40,Small,44.51,68,Skincare,Sunscreen,1780.4
2020-12-12,4,12,2020,Peninsular,Melaka,Free,Existing,49,Medium,72.33,68,Makeup,Concealer,3544.17
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,44,Medium,82.26,68,Skincare,Essence,3619.44
2021-03-03,1,3,2021,East,Sabah,Free,Existing,35,Medium,100.0,68,Makeup,Foundation,3918.95
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,Existing,22,Small,67.41,68,Skincare,Face mask,1483.02
2020-04-04,2,4,2020,Peninsular,Penang,Customer paid,Existing,62,Medium,77.73,68,Skincare,Makeup remover,4819.26
2021-05-05,2,5,2021,Peninsular,Pahang,Free,New,26,Small,61.22,68,Makeup,Eyebrow,1591.72
2020-03-03,1,3,2020,East,Sarawak,Free,New,31,Medium,100.0,102,Makeup,Liquid Lip,3669.78
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,Existing,25,Small,86.74,102,Makeup,Eyeshadow,2168.5
2021-07-07,3,7,2021,Peninsular,Selangor,Free,New,30,Small,89.8,102,Makeup,Eyeliner,2694.0
2020-08-08,3,8,2020,Peninsular,Selangor,Free,New,27,Medium,100.0,102,Skincare,Cleanser,3251.34
2020-10-10,4,10,2020,Peninsular,Selangor,Free,Existing,23,Small,100.0,102,Skincare,Moisturizer,2347.15
2021-11-11,4,11,2021,Peninsular,Melaka,Free,New,34,Medium,100.0,102,Skincare,Sunscreen,3920.88
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,22,Small,100.0,102,Makeup,Concealer,2514.6
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,42,Medium,85.72,102,Skincare,Eye cream,3600.24
2021-01-01,1,1,2021,Peninsular,Putrajaya,Free,Existing,37,Medium,100.0,102,Makeup,Eyebrow,4040.03
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,Existing,30,Medium,100.0,102,Makeup,Foundation,3336.9
2020-04-04,2,4,2020,Peninsular,KL,Free,New,27,Medium,100.0,102,Makeup,Liquid Lip,3113.64
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,New,25,Small,100.0,102,Makeup,Foundation,2832.0
2021-06-06,2,6,2021,East,Sabah,Free,New,34,Medium,97.97,102,Makeup,Masscara,3330.98
2021-08-08,3,8,2021,East,Sabah,Free,New,38,Medium,100.0,102,Skincare,Eye cream,4304.64
2020-08-08,3,8,2020,East,Sabah,Free,New,26,Small,100.0,102,Skincare,Sunscreen,2600.26
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,New,38,Medium,100.0,102,Makeup,Liquid Lip,4382.16
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,New,50,Medium,84.7,102,Makeup,Lipstick,4235.0
2021-11-11,4,11,2021,Peninsular,KL,Free,New,22,Small,100.0,102,Makeup,Liquid Lip,2626.8
2020-11-11,4,11,2020,East,Sarawak,Free,New,32,Medium,100.0,102,Makeup,Lipstick,5026.56
2021-11-11,4,11,2021,Peninsular,Putrajaya,Free,Existing,31,Small,71.02,102,Makeup,Masscara,2201.62
2021-12-12,4,12,2021,Peninsular,Kelantan,Free,New,40,Medium,100.0,102,Makeup,Lipstick,4326.8
2020-01-01,1,1,2020,East,Sabah,Free,Existing,22,Medium,100.0,102,Skincare,Moisturizer,3425.18
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,Existing,41,Medium,100.0,102,Makeup,Eyeshadow,4701.88
2020-03-03,1,3,2020,Peninsular,Selangor,Free,Existing,45,Small,48.98,102,Makeup,Foundation,2204.1
2021-04-04,2,4,2021,Peninsular,Pahang,Free,New,45,Medium,100.0,102,Skincare,Sunscreen,5189.4
2021-02-02,1,2,2021,Peninsular,Negeri Sembilan,Free,Existing,39,Small,40.15,43,Skincare,Eye cream,1565.85
2021-04-04,2,4,2021,Peninsular,Penang,Free,Existing,49,Small,50.62,43,Skincare,Sunscreen,2480.38
2020-06-06,2,6,2020,Peninsular,Kelantan,Free,Existing,27,Small,50.19,43,Makeup,Masscara,1355.13
2020-08-08,3,8,2020,East,Sabah,Free,New,34,Small,36.66,43,Skincare,Cleanser,1246.44
2020-10-10,4,10,2020,East,Sarawak,Free,New,20,Small,41.02,43,Skincare,Toner,820.4
2021-10-10,4,10,2021,Peninsular,Selangor,Free,Existing,48,Small,51.93,43,Skincare,Sunscreen,2492.64
2020-12-12,4,12,2020,Peninsular,Selangor,Free,Existing,29,Small,38.4,43,Makeup,Liquid Lip,1113.6
2021-01-01,1,1,2021,Peninsular,Kedah,Free,New,43,Small,41.02,43,Skincare,Toner,1763.86
2020-02-02,1,2,2020,Peninsular,Penang,Free,New,41,Small,46.26,43,Skincare,Sunscreen,1896.66
2021-04-04,2,4,2021,Peninsular,Negeri Sembilan,Free,Existing,41,Small,35.35,43,Skincare,Toner,1449.35
2021-05-05,2,5,2021,Peninsular,Selangor,Free,New,36,Small,51.93,43,Makeup,Concealer,1869.48
2021-06-06,2,6,2021,Peninsular,Perak,Customer paid,New,49,Small,37.97,43,Makeup,Blush,1860.53
2021-07-07,3,7,2021,Peninsular,Terengganu,Free,New,38,Small,45.39,43,Makeup,Blush,1724.82
2020-08-08,3,8,2020,Peninsular,Kelantan,Free,Existing,33,Small,51.93,43,Skincare,Essence,1713.69
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,New,26,Small,48.44,43,Makeup,Masscara,1259.44
2020-10-10,4,10,2020,Peninsular,KL,Free,New,47,Small,43.64,43,Makeup,Concealer,2051.08
2021-11-11,4,11,2021,Peninsular,Terengganu,Free,New,34,Small,47.57,43,Skincare,Serum,1617.38
2021-11-11,4,11,2021,Peninsular,Kedah,Free,New,34,Small,51.93,43,Makeup,Foundation,1765.62
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,40,Small,50.62,43,Makeup,Eyeliner,2024.8
2020-12-12,4,12,2020,Peninsular,Perak,Free,New,40,Medium,82.21,43,Skincare,Sunscreen,3288.4
2020-12-12,4,12,2020,Peninsular,Melaka,Free,Existing,33,Small,82.59,43,Makeup,Foundation,2725.47
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,49,Medium,65.8,43,Skincare,Essence,3224.2
2021-03-03,1,3,2021,East,Sabah,Free,Existing,27,Medium,100.0,43,Skincare,Face mask,3211.38
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,New,49,Small,36.66,43,Skincare,Serum,1796.34
2020-04-04,2,4,2020,Peninsular,Penang,Customer paid,New,56,Small,35.35,43,Makeup,Masscara,1979.6
2021-05-05,2,5,2021,Peninsular,Pahang,Free,Existing,37,Small,51.93,43,Skincare,Cleanser,1921.41
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,33,Medium,100.0,115,Skincare,Eye cream,3705.24
2021-04-04,2,4,2021,Peninsular,KL,Free,Existing,27,Small,100.0,115,Skincare,Eye cream,2843.91
2021-06-06,2,6,2021,Peninsular,KL,Free,Existing,46,Medium,100.0,115,Skincare,Makeup remover,6176.42
2021-08-08,3,8,2021,Peninsular,Perak,Free,Existing,44,Medium,100.0,115,Skincare,Face mask,5500.44
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,26,Medium,100.0,115,Skincare,Cleanser,3220.1
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,New,48,Medium,94.92,115,Makeup,Foundation,4556.16
2021-11-11,4,11,2021,Peninsular,Putrajaya,Free,Existing,23,Medium,100.0,115,Makeup,Eyebrow,3114.89
2021-11-11,4,11,2021,Peninsular,Johor,Free,Existing,45,Medium,100.0,115,Makeup,Liquid Lip,4948.2
2020-11-11,4,11,2020,Peninsular,KL,Free,New,49,Medium,100.0,115,Makeup,Foundation,5161.17
2020-12-12,4,12,2020,East,Sabah,Free,Existing,28,Small,94.92,115,Makeup,Eyeshadow,2657.76
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,Existing,37,Medium,100.0,115,Skincare,Sunscreen,3983.05
2020-03-03,1,3,2020,East,Sarawak,Free,New,34,Medium,100.0,115,Skincare,Serum,3974.94
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,Existing,22,Small,100.0,115,Makeup,Eyeliner,2928.42
2020-06-06,2,6,2020,East,Sarawak,Free,New,29,Medium,100.0,115,Makeup,Eyeshadow,3054.57
2020-07-07,3,7,2020,Peninsular,Selangor,Free,Existing,34,Medium,98.39,115,Makeup,Lipstick,3345.26
2021-08-08,3,8,2021,Peninsular,Selangor,Free,New,38,Medium,100.0,115,Skincare,Essence,4310.72
2021-09-09,3,9,2021,Peninsular,KL,Free,New,41,Medium,100.0,115,Skincare,Eye cream,4983.14
2020-10-10,4,10,2020,East,Sabah,Free,New,42,Medium,100.0,115,Skincare,Cleanser,4618.32
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,New,28,Medium,100.0,115,Skincare,Moisturizer,3403.12
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,38,Medium,100.0,115,Makeup,Eyebrow,5190.42
2021-11-11,4,11,2021,Peninsular,Terengganu,Free,New,23,Medium,100.0,115,Makeup,Eyebrow,3141.57
2021-12-12,4,12,2021,Peninsular,Kelantan,Free,Existing,31,Small,71.4,115,Skincare,Toner,2213.4
2021-12-12,4,12,2021,Peninsular,Kelantan,Free,Existing,46,Medium,100.0,115,Makeup,Eyebrow,4896.7
2021-01-01,1,1,2021,Peninsular,Selangor,Free,Existing,48,Small,56.55,115,Makeup,Eyebrow,2714.4
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,New,29,Medium,100.0,115,Skincare,Face mask,3087.05
2020-03-03,1,3,2020,Peninsular,Putrajaya,Free,Existing,46,Medium,100.0,115,Makeup,Blush,5692.96
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,Existing,26,Medium,100.0,115,Makeup,Eyeliner,3460.86
2020-05-05,2,5,2020,Peninsular,Terengganu,Customer paid,Existing,18,Small,100.0,115,Makeup,Foundation,1895.94
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,32,Small,53.31,58,Makeup,Blush,1705.92
2021-04-04,2,4,2021,Peninsular,Kelantan,Free,New,21,Small,49.21,58,Makeup,Eyebrow,1033.41
2020-06-06,2,6,2020,Peninsular,KL,Free,Existing,46,Medium,69.12,58,Makeup,Concealer,3179.52
2021-08-08,3,8,2021,Peninsular,Selangor,Free,Existing,42,Small,49.79,58,Skincare,Serum,2091.18
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,31,Small,57.41,58,Skincare,Makeup remover,1779.71
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,38,Small,66.78,58,Skincare,Face mask,2537.64
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,38,Small,64.44,58,Makeup,Masscara,2448.72
2020-11-11,4,11,2020,East,Sabah,Free,New,20,Small,48.62,58,Skincare,Sunscreen,972.4
2020-11-11,4,11,2020,Peninsular,Perak,Free,New,46,Small,62.09,58,Makeup,Concealer,2856.14
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,Existing,30,Small,65.61,58,Makeup,Foundation,1968.3
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,Existing,30,Small,68.54,58,Makeup,Foundation,2056.2
2020-03-03,1,3,2020,Peninsular,Pahang,Free,New,43,Small,52.14,58,Skincare,Face mask,2242.02
2020-05-05,2,5,2020,Peninsular,Pahang,Free,Existing,49,Medium,63.85,58,Skincare,Toner,3128.65
2020-07-07,3,7,2020,East,Sarawak,Free,Existing,43,Small,56.82,58,Skincare,Moisturizer,2443.26
2021-08-08,3,8,2021,Peninsular,Selangor,Free,Existing,37,Small,66.78,58,Skincare,Eye cream,2470.86
2020-09-09,3,9,2020,Peninsular,KL,Free,New,35,Small,55.07,58,Makeup,Foundation,1927.45
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,Existing,34,Small,60.34,58,Makeup,Masscara,2051.56
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,38,Small,61.51,58,Skincare,Makeup remover,2337.38
2020-11-11,4,11,2020,East,Sarawak,Free,Existing,44,Medium,100.0,58,Makeup,Lipstick,5932.96
2020-11-11,4,11,2020,Peninsular,KL,Free,Existing,21,Small,100.0,58,Skincare,Toner,2296.77
2020-12-12,4,12,2020,Peninsular,Putrajaya,Free,New,44,Medium,100.0,58,Skincare,Essence,6490.88
2020-12-12,4,12,2020,Peninsular,Johor,Free,Existing,25,Small,64.93,58,Makeup,Eyeliner,1623.25
2021-01-01,1,1,2021,Peninsular,Johor,Free,Existing,24,Small,58.58,58,Skincare,Moisturizer,1405.92
2021-02-02,1,2,2021,Peninsular,Kedah,Free,New,38,Small,60.06,58,Makeup,Blush,2282.28
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,Existing,45,Large,100.0,58,Skincare,Moisturizer,8977.05
2021-05-05,2,5,2021,Peninsular,Perak,Free,Existing,51,Medium,63.85,58,Makeup,Liquid Lip,3256.35
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,Existing,34,Small,82.99,81,Makeup,Eyeshadow,2821.66
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,New,44,Medium,74.85,81,Skincare,Cleanser,3293.4
2021-07-07,3,7,2021,Peninsular,Selangor,Free,New,44,Medium,96.0,81,Makeup,Blush,4224.0
2021-08-08,3,8,2021,Peninsular,Selangor,Free,New,38,Medium,81.36,81,Skincare,Cleanser,3091.68
